genome	subtype	instances
AG-464-N22	RM_type_IIG	1
AG-464-O06	RM_type_III	1
AG-464-O19	RM_type_II	1
AG-464-O20	RM_type_IIG	1
AG-464-P05	AbiU	1
AG-464-P06	RM_type_I	1
AG-464-P21	Retron_type_XIII	1
AG-464-P21	RM_type_IIG	1
AG-470-A17	RM_type_II	1
AG-470-A20	RM_type_IV	1
AG-470-A22	RM_type_IIG	1
AG-470-A23	Eleos	1
AG-470-B16	Eleos	1
AG-470-C13	RM_type_I	1
AG-470-E04	Eleos	1
AG-470-E04	RM_type_IIG	1
AG-894-D03	RM_type_IV	1
AG-470-F09	RM_type_I	1
AG-470-F21	RM_type_IIG	1
AG-470-G06	RM_type_I	1
AG-470-G10	RM_type_I	1
AG-894-P18	RM_type_II	1
AG-470-I13	RM_type_II	1
AG-470-I21	PD-Lambda-1	1
AG-470-I21	RM_type_I	1
AG-470-J04	RM_type_IIG	1
AG-470-J05	RM_type_II	1
AG-470-J09	Lamassu_type_I	1
AG-470-J19	RM_type_IV	1
AG-470-K09	Eleos	1
AG-470-K11	RM_type_II	1
AG-470-L08	RM_type_II	2
AG-470-L09	RM_type_II	1
AG-470-M04	RM_type_II	1
AG-470-M14	RM_type_IIG	1
AG-470-N06	PD-T4-3	1
AG-470-N06	Dpd	1
AG-470-P18	RM_type_I	1
AG-891-A01	RM_type_IV	1
AG-891-A01	RM_type_IIG	1
AG-891-A04	RM_type_II	1
AG-891-A05	RM_type_IIG	1
AG-891-A05	RM_type_II	2
AG-891-A09	RM_type_II	1
AG-891-A14	Cas_Class2_TypeII_subtypeC	1
AG-891-A21	RM_type_I	1
AG-891-A21	RM_type_IV	1
AG-891-B07	Cas_Class2_TypeII_subtypeC	1
AG-891-B08	RM_type_I	1
AG-891-B14	Zorya_type_I	1
AG-891-B14	RM_type_II	1
AG-891-B17	RM_type_II	1
AG-891-B17	RM_type_IV	1
AG-891-B20	Eleos	1
AG-891-B21	RM_type_IIG	1
AG-891-C06	Cas_Class2_TypeII_subtypeC	1
AG-891-C16	RM_type_II	1
AG-891-D09	AbiJ	1
AG-891-D09	RM_type_II	1
AG-891-D10	RM_type_IV	1
AG-891-D16	Druantia_type_II	1
AG-891-D18	SoFic	1
AG-891-E17	RM_type_II	1
AG-891-E17	RM_type_IIG	1
AG-891-E19	RM_type_IIG	1
AG-891-F06	RM_type_II	1
AG-891-F07	RM_type_I	1
AG-891-F08	RM_type_I	1
AG-891-F11	RM_type_IV	1
AG-891-F19	RM_type_I	1
AG-891-F22	Eleos	1
AG-891-G11	PD-T4-3	1
AG-891-G11	RM_type_II	1
AG-891-G13	RM_type_IV	1
AG-891-G19	RM_type_III	1
AG-891-G21	Eleos	1
AG-891-G23	RM_type_I	1
AG-894-B06	RM_type_I	1
AG-891-I06	Pycsar	1
AG-891-I06	Eleos	1
AG-891-I07	RM_type_I	1
AG-891-I14	RM_type_II	1
AG-891-I22	RM_type_IIG	1
AG-891-J04	RM_type_II	2
AG-891-J06	RM_type_I	1
AG-891-J10	RM_type_II	1
AG-891-J19	RM_type_IV	1
AG-891-J19	RM_type_I	1
AG-891-J21	RM_type_IV	1
AG-891-K05	RM_type_III	1
AG-891-K07	RM_type_I	1
AG-891-K18	RM_type_I	1
AG-891-K21	RM_type_I	1
AG-891-L15	RM_type_II	2
AG-892-I04	PD-T4-3	1
AG-891-N07	Eleos	1
AG-891-N07	RM_type_IV	1
AG-891-N17	RM_type_II	1
AG-891-N21	Pycsar	1
AG-891-O09	RM_type_IV	1
AG-891-O09	RM_type_IIG	1
AG-891-P06	RM_type_II	1
AG-891-P07	DISARM_type_I	1
AG-892-F07	BREX_df	1
AG-891-P17	RM_type_I	1
AG-891-P18	RM_type_I	1
AG-891-P20	RM_type_IV	1
AG-891-P22	Dnd_ABCDE	1
AG-892-A08	Eleos	1
AG-892-A22	RM_type_I	1
AG-892-B04	RM_type_I	1
AG-892-B11	RM_type_IIG	1
AG-892-B20	RM_type_I	2
AG-892-C19	RM_type_II	1
AG-892-C23	Retron_type_XIII	1
AG-892-D02	RM_type_IV	1
AG-892-D02	RM_type_II	3
AG-892-D02	RM_type_IIG	1
AG-892-D03	RM_type_I	1
AG-892-D07	PD-T4-3	1
AG-892-D09	RM_type_I	1
AG-892-D16	Pycsar	1
AG-892-D18	RM_type_II	1
AG-892-E02	RM_type_I	1
AG-892-E05	RM_type_II	1
AG-892-E05	RM_type_IIG	1
AG-892-E23	RM_type_II	2
AG-892-F10	PD-T4-3	1
AG-892-F10	RM_type_IV	1
AG-892-F18	RM_type_I	1
AG-892-G04	RM_type_IV	1
AG-892-G09	RM_type_IIG	1
AG-892-G11	Pycsar	1
AG-892-G16	RM_type_II	1
AG-892-G16	RM_type_IIG	1
AG-892-G22	RM_type_II	1
AG-892-I21	DISARM_type_I	1
AG-892-I21	RM_type_IV	1
AG-892-J04	RM_type_II	1
AG-896-D22	Pycsar	1
AG-892-J13	RM_type_II	2
AG-892-J18	RM_type_IV	1
AG-892-J21	RM_type_IV	1
AG-892-K10	RM_type_I	1
AG-892-K14	RM_type_IV	1
AG-892-K17	Eleos	1
AG-892-K21	RM_type_I	1
AG-892-L02	RM_type_II	1
AG-892-L15	RM_type_I	1
AG-893-E21	RM_type_I	1
AG-893-E22	RM_type_I	1
AG-893-F05	Zorya_type_I	1
AG-893-F15	RM_type_III	1
AG-893-G09	RM_type_IV	2
AG-893-G16	Zorya_type_II	1
AG-893-I03	RM_type_IV	1
AG-893-I11	SspBCD	1
AG-893-E02	RM_type_II	1
AG-896-F13	RM_type_III	1
AG-893-I18	RM_type_II	1
AG-893-I22	RM_type_I	1
AG-893-J08	RM_type_II	2
AG-893-J23	RM_type_I	1
AG-893-K04	PsyrTA	1
AG-893-K07	RM_type_II	1
AG-893-K09	RM_type_IV	1
AG-893-K11	Eleos	1
AG-894-C15	RM_type_II	1
AG-892-M06	RM_type_II	1
AG-422-C20	dGTPase	1
AG-333-F09	dGTPase	1
AG-910-D18	RM_type_II	1
AG-414-L09	dGTPase	1
AG-918-N18	dGTPase	1
AG-337-L16	dGTPase	1
AG-337-L16	RM_type_II	1
AH-321-L07	RM_type_II	1
AG-894-J16	RM_type_II	1
AG-894-J16	dGTPase	1
AG-360-C08	RM_type_II	1
AG-909-I15	RM_type_II	1
AG-909-I15	dGTPase	1
AG-359-I03	dGTPase	1
AG-359-I03	Hhe	1
AG-359-I03	Zorya_other	1
AH-287-N18	RM_type_II	1
AH-324-J23	RM_type_II	1
AG-908-L02	TerY_other	1
AG-908-L02	Zorya_other	1
AG-349-D19	dGTPase	1
AG-349-D19	RM_type_II	1
AG-365-M21	RM_type_II	1
AG-365-M21	dGTPase	1
AG-899-J10	RM_type_II	1
AG-893-A06	dGTPase	1
AG-894-N09	RM_type_II	1
AG-915-C08	RM_type_II	1
AG-915-C08	dGTPase	1
AG-904-M20	Mza	1
AG-904-M20	Pycsar_unknown	1
AG-904-M20	RM_type_II	1
AG-904-O05	RM_type_II	1
AG-907-E04	RM_type_II	1
AG-907-E04	dGTPase	1
AG-891-D10	RM_type_II	1
AG-891-D10	dGTPase	1
AG-891-D16	Druantia_type_IV	1
AG-892-E02	dGTPase	1
AG-909-L14	dGTPase	1
AG-313-J17	RM_type_II	1
AG-319-M14	RM_type_II	2
AG-319-M14	dGTPase	1
AG-325-N16	Viperin_solo	1
AG-891-J18	RM_type_II	1
AG-900-N20	RM_type_II	1
AG-333-J17	RM_type_II	1
AG-333-J17	dGTPase	1
AG-333-J17	Viperin_solo	1
AG-919-K14	RM_type_II	1
AG-913-B19	RM_type_II	1
AG-913-P01	RM_type_II	1
AG-895-J17	dGTPase	1
AG-897-N19	dGTPase	1
AG-897-N19	RM_type_II	1
AG-899-E21	RM_type_II	1
AG-916-C19	dGTPase	1
AG-917-G11	dGTPase	1
AG-917-G11	AbiU	2
AG-917-G11	RM_type_II	1
AG-918-B17	RM_type_II	1
AG-905-K02	RM_type_II	1
AG-900-D09	dGTPase	1
AG-900-I09	dGTPase	1
AG-900-I09	RM_type_II	1
AG-910-A15	dGTPase	1
AG-910-F10	RM_type_II	1
AG-898-O15	RM_type_II	1
AG-898-O15	dGTPase	1
AG-905-J21	dGTPase	1
AH-326-C19	RM_type_II	1
AG-899-O16	RM_type_II	1
AG-907-P08	dGTPase	1
AG-912-B10	RM_type_II	2
AG-912-B10	dGTPase	1
AG-914-D10	Zorya_other	1
AG-903-E15	RM_type_II	1
AG-903-E15	dGTPase	1
AG-912-B16	Druantia_other	1
AG-912-I02	RM_type_II	1
AG-912-I02	dGTPase	1
AG-913-O23	RM_type_II	1
AG-913-O23	dGTPase	1
AG-904-G09	dGTPase	1
AG-904-O04	RM_type_II	1
AG-909-L23	RM_type_II	1
AG-911-B04	dGTPase	1
AG-913-D03	dGTPase	1
AG-914-O09	RM_type_II	1
AG-916-D05	dGTPase	1
AG-916-D05	RM_type_II	1
AG-919-O13	RM_type_II	1
AG-919-O13	dGTPase	1
AG-915-C06	dGTPase	1
AG-915-C06	Zorya_other	1
AG-910-A17	dGTPase	1
AG-910-A17	RM_type_II	1
AG-910-L21	RM_type_II	1
AG-912-G23	Zorya_other	1
AG-912-G23	Cas_adaptation	1
AG-894-J23	dGTPase	1
AG-360-K21	RM_type_II	1
AG-918-I18	RM_type_II	1
AH-324-K04	RM_type_II	1
AG-365-C04	RM_type_II	1
AG-349-I21	Mza_other	1
AG-914-O08	RM_type_II	1
AG-914-D21	RM_type_II	1
AG-920-M15	dGTPase	1
AG-920-M15	RM_type_II	1
AG-913-O21	dGTPase	1
AG-913-O21	RM_type_II	1
AG-914-D13	dGTPase	1
AG-914-D13	RM_type_II	1
AH-287-E04	Mza	1
AH-324-P05	dGTPase	1
AG-919-E18	dGTPase	1
AG-919-E18	RM_type_II	1
AH-324-P11	RM_type_II	1
AG-337-K17	RM_type_IV	1
AG-349-D08	RM_type_II	1
AG-349-D08	dGTPase	1
AG-365-C14	RM_type_II	1
AG-325-J23	RM_type_II	1
AG-325-N08	RM_type_II	1
AG-333-A02	PbeABCD	1
AG-414-I06	RM_type_II	1
AG-916-C20	dGTPase	1
AG-918-I22	Mza	1
AG-919-E15	RM_type_II	1
AH-324-F03	RM_type_II	2
AH-324-F03	dGTPase	1
AG-457-B14	dGTPase	1
AG-457-B14	RM_type_II	1
AG-919-P03	dGTPase	1
AG-430-J18	RM_type_II	1
AG-896-G14	RM_type_II	1
AG-464-B21	RM_type_II	1
AG-319-D18	RM_type_II	1
AG-897-O11	dGTPase	1
AG-897-O11	RM_type_II	1
AG-337-K15	dGTPase	1
AG-349-I20	RM_type_II	1
AG-390-D02	dGTPase	1
AG-390-D02	RM_type_II	1
AG-390-D09	RM_type_II	1
AG-410-M07	RM_type_II	1
AG-898-J22	Zorya_other	1
AG-898-J22	Pycsar_unknown	1
AG-899-L04	PbeABCD	1
AG-457-G23	dGTPase	1
AH-287-N15	dGTPase	1
AH-321-P04	RM_type_II	2
AH-324-E14	RM_type_II	1
AH-324-E14	dGTPase	1
AG-325-P21	RM_type_II	1
AG-337-K04	dGTPase	1
AG-343-O18	RM_type_II	1
AG-349-N13	dGTPase	1
AG-349-N13	RM_type_II	1
AG-343-M06	RM_type_II	1
AG-457-E16	RM_type_II	1
AG-319-M11	RM_type_II	2
AG-422-I20	PbeABCD	1
AG-439-H11	RM_type_II	1
AG-319-F05	RM_type_II	1
AG-447-O02	dGTPase	1
AG-447-O02	RM_type_II	1
AG-426-J05	RM_type_II	2
AG-337-K18	Zorya_other	1
AG-325-J13	RM_type_II	1
AG-325-J13	dGTPase	1
AG-333-J14	dGTPase	1
AG-337-J23	RM_type_II	1
AG-337-J23	dGTPase	1
AG-907-B05	Druantia_other	1
AG-912-F11	PbeABCD	1
AG-333-P13	RM_type_II	1
AG-914-F04	dGTPase	1
AG-447-K14	dGTPase	1
AG-360-K19	dGTPase	1
AG-360-K19	RM_type_II	1
AG-390-A06	RM_type_II	1
AG-430-D23	Pycsar_unknown	1
AG-435-O03	RM_type_II	1
AG-365-C11	RM_type_II	1
AG-365-C11	dGTPase	1
AG-422-C21	RM_type_II	1
AG-422-C21	dGTPase	1
AG-470-L17	dGTPase	1
AG-891-A09	Mza_other	1
AG-447-K11	dGTPase	1
AG-447-K11	RM_type_II	1
AG-470-L20	dGTPase	1
AG-470-L20	RM_type_II	1
AG-905-D23	dGTPase	1
AG-410-M08	RM_type_II	1
AG-464-C23	RM_type_II	1
AG-390-D07	dGTPase	1
AG-422-C18	RM_type_II	1
AG-410-A18	dGTPase	1
AG-439-J09	RM_type_II	1
AG-914-K07	dGTPase	1
AG-916-A14	RM_type_II	1
AG-899-L03	Cas_adaptation	1
AG-390-J13	dGTPase	1
AG-390-J13	RM_type_II	1
AG-422-J03	dGTPase	1
AG-422-J03	RM_type_II	1
AG-422-N16	dGTPase	1
AG-422-N16	RM_type_II	1
AG-898-J15	dGTPase	1
AG-898-J15	RM_type_II	1
AG-898-O08	dGTPase	1
AG-410-M04	RM_type_II	1
AG-410-M04	Pycsar_unknown	1
AG-898-N21	RM_type_II	1
AG-430-K11	RM_type_II	1
AG-891-N03	RM_type_II	1
AG-891-N03	dGTPase	1
AG-895-G06	RM_type_II	1
AG-895-G06	dGTPase	1
AG-435-N15	dGTPase	1
AG-439-N15	RM_type_II	1
AG-439-N15	dGTPase	1
AG-464-L04	RM_type_II	1
AG-464-L04	dGTPase	1
AG-919-F17	RM_type_II	1
AG-919-F18	RM_type_II	1
AG-891-A07	dGTPase	1
AG-894-P04	RM_type_II	1
AG-894-P04	dGTPase	1
AG-894-P05	RM_type_II	1
AG-896-N10	RM_type_II	1
AG-896-N10	dGTPase	1
AG-897-F14	dGTPase	1
AG-447-B15	RM_type_II	1
AG-447-B15	dGTPase	1
AG-447-F16	RM_type_II	1
AG-447-N20	dGTPase	1
AG-461-B13	RM_type_II	1
AG-461-B13	dGTPase	1
AG-892-K05	RM_type_II	1
AG-892-K05	dGTPase	1
AG-923-D17	dGTPase	1
AG-447-O04	RM_type_II	1
AG-891-M17	RM_type_II	1
AH-321-P10	RM_type_II	1
AH-321-P10	dGTPase	1
AG-891-G17	RM_type_II	1
AG-892-K09	dGTPase	1
AG-903-K03	dGTPase	1
AG-904-G11	dGTPase	1
AG-907-G06	AbiO	1
AG-894-C10	Mza_other	1
AG-894-C10	RM_type_II	1
AG-325-C02	dGTPase	1
AG-893-A21	Zorya_other	1
AG-893-A21	dGTPase	1
AG-895-F19	RM_type_II	1
AH-321-K22	RM_type_II	1
AG-904-B15	dGTPase	1
AG-913-B05	Zorya_other	1
AG-913-B05	dGTPase	1
AG-909-F03	dGTPase	1
AG-909-M13	dGTPase	1
AG-909-M20	Mza_other	1
AG-916-G09	RM_type_II	1
AG-917-L16	RM_type_II	1
AG-917-L16	dGTPase	1
AG-894-C14	RM_type_II	1
AG-894-C14	dGTPase	1
AG-917-L19	dGTPase	1
AG-917-L19	RM_type_II	1
AG-897-E16	RM_type_II	1
AG-895-F17	RM_type_II	1
AG-895-F17	dGTPase	1
AG-896-B21	RM_type_II	1
AG-899-K23	RM_type_II	2
AG-899-K23	dGTPase	1
AG-918-C06	RM_type_II	1
AG-897-M10	Wadjet_other	1
AG-900-E18	dGTPase	1
AG-900-E18	RM_type_II	1
AG-319-D09	RM_type_II	1
AG-349-F06	AbiU	1
AG-908-C18	RM_type_II	1
AG-908-C18	dGTPase	1
AG-912-L09	dGTPase	1
AH-321-K19	RM_type_II	1
AG-900-L18	RM_type_II	1
AG-901-G21	RM_type_II	1
AG-904-B13	dGTPase	1
AG-911-P03	dGTPase	1
AG-919-F15	dGTPase	1
AG-911-I17	Pycsar_unknown	1
AG-911-I17	Zorya_other	1
AG-907-B03	RM_type_II	1
AG-907-B03	dGTPase	1
AG-909-F07	dGTPase	1
AG-920-D03	dGTPase	1
AG-916-A16	dGTPase	1
AG-916-G05	dGTPase	1
AG-916-L16	Mza	1
AG-917-L20	dGTPase	1
AG-910-I08	Zorya_other	1
AG-910-N07	dGTPase	1
AG-337-P10	RM_type_II	1
AG-349-F08	RM_type_II	1
AG-908-C17	dGTPase	1
AG-912-E21	RM_type_II	1
AG-325-O10	Zorya_other	1
AG-333-O13	dGTPase	1
AG-414-C21	Pycsar_unknown	1
AG-919-F09	RM_type_II	1
AG-918-C08	RM_type_II	1
AG-918-C08	dGTPase	1
AG-918-J23	RM_type_II	1
AG-918-J23	dGTPase	1
AG-919-M08	RM_type_II	1
AG-430-K18	dGTPase	1
AG-447-F02	dGTPase	1
AG-453-O10	dGTPase	1
AH-287-C09	RM_type_II	1
AG-917-F15	dGTPase	1
AG-919-A06	dGTPase	1
AG-910-N21	Zorya_other	1
AG-910-N21	RM_type_II	1
AG-914-P22	RM_type_II	1
AG-915-E06	dGTPase	1
AG-917-L18	dGTPase	1
AG-919-A04	Cas_adaptation	1
AG-919-A04	RM_type_II	1
AG-919-A04	dGTPase	1
AG-920-C15	dGTPase	1
AH-321-A17	RM_type_II	1
AH-321-A17	dGTPase	1
AH-326-A15	RM_type_II	1
AG-891-F03	RM_type_II	1
AG-325-E23	dGTPase	1
AG-325-I21	dGTPase	1
AG-917-F14	dGTPase	1
AG-917-M03	RM_type_II	1
AG-365-P13	dGTPase	1
AG-365-P13	RM_type_II	1
AG-404-J03	dGTPase	1
AG-349-F22	dGTPase	1
AG-333-L10	dGTPase	1
AG-333-I15	PbeABCD	1
AG-414-C19	RM_type_II	2
AG-349-P08	RM_type_II	1
AG-919-N06	RM_type_II	1
AG-325-K02	RM_type_II	1
AG-333-B15	PbeABCD	1
AG-325-B16	dGTPase	1
AG-325-B16	RM_type_II	1
AG-359-F09	Zorya_other	1
AH-287-C13	RM_type_II	1
AH-287-C13	dGTPase	1
AH-321-L05	RM_type_IV	1
AH-324-L17	dGTPase	1
AH-326-E11	RM_type_II	1
AG-325-K03	RM_type_II	1
AG-337-D23	RM_type_II	1
AG-464-A15	RM_type_II	1
AG-892-D10	RM_type_II	1
AG-901-E22	RM_type_II	1
AG-390-O16	RM_type_II	1
AG-337-D08	Zorya_other	1
AG-337-B03	Zorya_other	1
AG-414-C16	Mza	1
AG-435-J03	RM_type_II	1
AG-349-P05	dGTPase	1
AG-319-F03	RM_type_II	2
AG-319-F03	Zorya_other	1
AG-390-N22	RM_type_II	1
AG-404-O06	RM_type_II	1
AG-414-K20	Viperin_solo	1
AG-426-J10	Mza_other	1
AG-426-J10	dGTPase	1
AG-426-C16	dGTPase	1
AG-447-J19	dGTPase	1
AG-337-I18	dGTPase	1
AG-404-A03	RM_type_II	1
AG-313-K16	dGTPase	1
AG-333-C06	dGTPase	1
AG-439-G03	Druantia_type_IV	1
AG-439-G03	Druantia_other	1
AG-447-E19	dGTPase	1
AG-325-C07	RM_type_II	1
AG-337-P16	RM_type_II	1
AG-410-J18	dGTPase	1
AG-410-J18	RM_type_II	1
AG-422-M20	Mza_other	1
AG-333-B23	RM_type_II	1
AG-359-F14	dGTPase	1
AG-359-L11	RM_type_II	1
AG-343-E19	RM_type_II	1
AG-343-E19	dGTPase	1
AG-360-I21	RM_type_II	2
AG-891-M21	Zorya_other	1
AG-439-E20	RM_type_II	1
AG-422-B22	dGTPase	1
AG-390-A10	RM_type_II	1
AG-404-P01	dGTPase	1
AG-404-P01	RM_type_II	1
AG-410-J13	dGTPase	1
AG-410-J15	dGTPase	1
AG-365-J21	RM_type_II	1
AG-365-J21	dGTPase	1
AG-911-G16	dGTPase	1
AG-916-K05	dGTPase	1
AG-390-O20	dGTPase	1
AG-390-N19	PbeABCD	1
AG-453-O04	dGTPase	1
AG-899-C09	RM_type_II	1
AG-905-A08	RM_type_II	1
AG-905-A08	dGTPase	1
AG-905-G15	dGTPase	1
AG-414-L03	RM_type_II	1
AG-426-C19	dGTPase	1
AG-404-C02	dGTPase	1
AG-404-C02	RM_type_II	1
AG-903-D18	RM_type_II	1
AG-447-E22	dGTPase	1
AG-457-O03	RM_type_II	1
AG-464-P21	DRT_other	1
AG-470-P13	RM_type_II	1
AG-457-K05	Viperin_toxin	1
AG-892-L17	RM_type_II	1
AG-892-L17	dGTPase	1
AG-404-O05	dGTPase	1
AG-404-O05	RM_type_II	1
AG-414-D15	dGTPase	1
AG-439-L13	RM_type_II	1
AG-447-A16	dGTPase	1
AG-430-K19	RM_type_II	2
AG-430-K19	dGTPase	1
AG-435-I23	RM_type_II	1
AG-453-O21	dGTPase	1
AG-453-O21	RM_type_II	1
AG-457-L02	dGTPase	1
AG-894-F15	RM_type_II	1
AG-894-F15	dGTPase	1
AG-470-D16	dGTPase	1
AG-470-D16	RM_type_II	1
AG-892-L10	RM_type_II	1
AG-892-L10	dGTPase	1
AG-899-A06	RM_type_II	1
AG-901-G09	dGTPase	1
AG-901-G09	RM_type_II	1
AG-894-P03	RM_type_II	1
AG-895-E16	dGTPase	1
AG-911-N20	RM_type_II	1
AG-911-P04	dGTPase	1
AG-893-M20	dGTPase	1
AG-894-K14	RM_type_II	1
AG-894-K14	dGTPase	1
AG-892-F22	Zorya_other	1
AG-894-F17	dGTPase	1
AG-894-L05	RM_type_II	1
AG-894-L05	Pycsar_unknown	1
AH-321-L23	dGTPase	1
AH-321-L23	RM_type_II	1
AH-324-P10	RM_type_II	1
AG-898-L13	Zorya_other	1
AG-916-E05	RM_type_II	1
AG-916-J16	RM_type_II	1
AG-916-J16	dGTPase	1
AG-918-B09	RM_type_II	1
AG-895-F06	dGTPase	1
AG-896-A07	Zorya_other	1
AG-899-F03	dGTPase	1
AG-899-F04	Dpd	1
AG-912-N10	dGTPase	1
AG-913-B20	Dpd	1
AG-913-I14	RM_type_II	1
AG-913-I14	dGTPase	1
AH-324-K07	RM_type_II	1
AH-324-K11	RM_type_II	2
AH-326-D06	RM_type_II	1
AH-326-D06	dGTPase	1
AG-904-O13	dGTPase	1
AG-905-D17	RM_type_II	1
AG-905-D17	dGTPase	1
AG-908-G09	dGTPase	1
AG-911-I23	RM_type_II	1
AG-915-F17	dGTPase	1
AG-904-C07	RM_type_II	1
AG-916-E04	RM_type_II	1
AG-908-E22	dGTPase	1
AG-909-A20	Mza_other	1
AG-907-C04	RM_type_II	1
AG-905-D16	dGTPase	1
AG-905-D16	RM_type_II	1
AG-911-K03	RM_type_II	1
AG-319-B11	Pycsar_unknown	1
AG-898-G21	RM_type_II	1
AG-900-I18	RM_type_II	1
AG-903-C07	Zorya_other	1
AG-903-O04	RM_type_II	1
AG-319-E09	Mza_other	1
AG-909-A17	dGTPase	1
AG-909-F08	dGTPase	1
AG-909-F08	RM_type_II	1
AG-908-M04	dGTPase	1
AG-912-I23	dGTPase	1
AG-907-G14	RM_type_II	1
AG-903-C11	RM_type_II	1
AG-903-C11	dGTPase	1
AG-905-E02	RM_type_II	2
AG-911-N18	dGTPase	1
AG-912-C08	dGTPase	1
AG-912-J05	RM_type_II	1
AG-914-C13	dGTPase	1
AG-325-C14	dGTPase	1
AG-908-F08	RM_type_II	1
AG-900-I19	RM_type_II	1
AG-900-I19	dGTPase	1
AG-905-J10	dGTPase	1
AG-918-F14	RM_type_II	1
AG-925-C22	dGTPase	1
AG-913-I09	dGTPase	1
AG-913-I09	RM_type_II	1
AG-913-N14	RM_type_II	1
AG-917-F21	dGTPase	1
AG-343-I07	RM_type_II	1
AG-920-N17	Zorya_other	1
AG-911-D15	Cas_type_other	1
AG-904-O14	dGTPase	1
AG-904-O14	RM_type_II	1
AG-911-D08	RM_type_II	1
AG-911-D08	dGTPase	1
AG-911-K02	RM_type_II	1
AG-349-K07	RM_type_II	1
AG-919-L14	dGTPase	1
AG-919-L14	RM_type_II	1
AH-321-M03	RM_type_II	1
AH-321-M03	dGTPase	1
AG-911-J07	RM_type_II	1
AG-911-J07	dGTPase	1
AH-321-I08	dGTPase	1
AG-915-L05	RM_type_II	1
AG-918-L19	RM_type_II	1
AG-911-J10	Zorya_other	1
AG-349-K05	RM_type_II	1
AG-912-O15	RM_type_II	1
AG-913-B21	RM_type_II	1
AG-913-B21	dGTPase	1
AG-913-C20	dGTPase	1
AG-913-C20	RM_type_II	1
AG-913-I05	RM_type_II	1
AG-914-G21	dGTPase	1
AG-914-G21	Zorya_other	1
AG-917-B15	dGTPase	1
AG-917-B15	RM_type_II	1
AH-287-D02	RM_type_II	1
AG-359-I06	RM_type_II	1
AG-333-E22	RM_type_II	2
AG-333-E22	dGTPase	1
AG-912-N07	RM_type_II	1
AG-913-B07	dGTPase	1
AG-914-G22	RM_type_II	1
AG-914-G22	dGTPase	1
AG-915-E23	Cas_type_other	1
AG-916-J09	PbeABCD	1
AG-390-M06	RM_type_II	1
AG-337-E22	RM_type_II	1
AH-287-L13	Zorya_other	1
AG-430-L04	dGTPase	1
AG-430-L04	RM_type_II	1
AG-319-P14	RM_type_II	1
AG-325-A02	dGTPase	1
AG-915-K14	RM_type_II	1
AG-916-J11	RM_type_II	1
AG-916-J11	dGTPase	1
AG-916-J14	Mza_other	1
AG-333-E11	RM_type_II	1
AG-918-A03	dGTPase	1
AG-918-A03	RM_type_II	1
AH-287-I02	dGTPase	1
AH-287-I02	RM_type_II	1
AH-324-F15	Zorya_other	1
AH-324-F15	dGTPase	1
AG-915-E09	Zorya_other	1
AG-919-G03	dGTPase	1
AG-919-G06	dGTPase	1
AG-919-G06	Cas_adaptation	1
AG-919-G06	Zorya_other	1
AG-920-B13	dGTPase	1
AG-920-B13	RM_type_II	1
AG-894-I08	dGTPase	1
AG-894-I08	Zorya_other	1
AG-325-L02	dGTPase	1
AG-333-P08	RM_type_II	1
AG-337-E13	RM_type_II	1
AG-319-D22	Mza_other	1
AG-349-E04	Mza	1
AH-324-O11	dGTPase	1
AH-324-O11	Zorya_other	1
AG-892-F14	RM_type_II	1
AG-313-M10	dGTPase	1
AG-325-K10	dGTPase	1
AG-359-D03	RM_type_II	1
AG-359-D03	Pycsar_unknown	1
AG-349-A03	RM_type_II	1
AH-326-C06	Hma	1
AH-326-O10	RM_type_II	1
AG-319-B16	dGTPase	1
AG-447-B22	dGTPase	1
AG-447-M19	RM_type_II	1
AG-359-M21	dGTPase	1
AG-359-M21	RM_type_II	1
AG-390-P16	RM_type_II	1
AG-337-O05	RM_type_II	1
AG-337-O05	dGTPase	1
AG-343-M18	RM_type_II	1
AG-343-P19	dGTPase	1
AG-390-J21	dGTPase	1
AG-390-P07	RM_type_II	1
AG-390-P07	dGTPase	1
AG-414-A03	dGTPase	1
AG-414-A03	RM_type_II	1
AG-422-A01	dGTPase	1
AG-319-D07	dGTPase	1
AH-326-O15	dGTPase	1
AG-325-D14	dGTPase	1
AG-343-M19	Pycsar_unknown	1
AG-359-C21	dGTPase	1
AG-333-A23	dGTPase	1
AG-430-D11	Zorya_other	1
AG-435-M07	RM_type_II	1
AG-426-J11	dGTPase	1
AG-430-B09	RM_type_II	1
AG-349-O02	dGTPase	1
AG-359-N02	dGTPase	1
AG-349-A08	RM_type_II	1
AG-349-A08	dGTPase	1
AG-349-E03	dGTPase	1
AG-359-M18	RM_type_II	1
AG-430-I15	dGTPase	1
AG-430-I15	RM_type_II	1
AG-447-J11	dGTPase	1
AG-453-B14	RM_type_II	1
AG-899-D19	RM_type_II	1
AG-390-D16	dGTPase	1
AG-390-D16	RM_type_II	1
AG-453-L07	dGTPase	1
AG-464-E17	dGTPase	1
AG-359-C20	dGTPase	1
AG-900-J10	RM_type_II	1
AG-900-J10	Zorya_other	1
AG-903-L15	Mza_other	1
AG-464-K02	RM_type_II	1
AG-464-P13	RM_type_II	1
AG-464-P13	dGTPase	1
AG-905-O21	dGTPase	1
AG-905-O21	Zorya_other	1
AG-908-K09	dGTPase	1
AG-909-E22	RM_type_II	1
AG-337-N21	Zorya_other	1
AG-359-D08	RM_type_II	1
AG-360-C15	dGTPase	1
