genome	dataset	cell_diameter_micron	sag_length	completeness	ssu_classification	estimated_length	plate	Domain	Phylum	Class	Order	Family	Genus	Species	Latitude	Longitude	Ocean	Depth	niche_latest	doubling_hours	nonviral_length	viral_length	total_length	prop_viral_length	nonviral_contigs	viral_contigs	total_contigs	prop_viral_contigs	virpres	num_prots	cds_length	defense_genes	defense_gene_sumlen	prop_def_prot	prop_def_lens	pa_fl	AbiU	RM	PsyrTA	dXTPase	Cas	PfiAT	BREX	Lamassu	Retron	Tiamat	SoFic	Eleos	AVAST	ShosTA	AbiE	PD-T4-3	Zorya	Uzume	DarTG	Dpd	DISARM	Azaca	AbiZ	PD-T7-3	PrrC	Mokosh	Viperin	Druantia	AbiD	AbiP2	Dsr	RosmerTA	Shango	CBASS	Pycsar	pAgo	Hhe	PD-Lambda-1	Septu	RL	RloC	Dnd	PD-T7-1	DRT	ApeA	Gabija	Hachiman	SanaTA	Borvo	Kiwa	Wadjet	PARIS	AbiL	TerY	Sefir	PD-T4-4	PD-T7-2	NLR	Qat	PD-T7-4	CapRel	Shedu	Tmn	Ppl	PD-T4-8	PD-T7-5	SspBCDE	Menshen	Thoeris	AbiV	RnlAB	AbiJ	MqsRAC	Mza	PbeABCD	Hma	Her	GAO_29	Pif	Iet	Hydrolase_TM	totaldefenses	defpres	sys_types	sub_types
AM-135-P05	Dark	0.29	906969	66	0	1374195.4545454546	AM-135	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	CG-Epi1	CG-Epi1 sp015658585	-19	111	Indian Ocean	3940	BAT-ABY	21.66413735	906969	0	906969	0	67	0	67	0	no	859	870894	0	0	0	0	FL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-138-A03	Dark	0.18	798325	69	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__?;g__?;s__?	1156992.7536231885	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp013390745	-19	111	Indian Ocean	793	MES	15.51947638	798325	0	798325	0	50	0	50	0	no	955	747771	4	6918	0.0041884816753926	0.0092514954444609	Unknown	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AM-138-A11	Dark	0.29	989582	59	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__ZD0405;g__?;s__?	1677257.627118644	AM-138	Bacteria	Proteobacteria	Gammaproteobacteria	PS1	Thioglobaceae	Pseudothioglobus	Unknown	-19	111	Indian Ocean	793	MES	9.189915153	989582	0	989582	0	82	0	82	0	no	1050	924204	5	7749	0.0047619047619047	0.008384512510225	Unknown	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	1	2
AM-138-A19	Dark	0.26	866443	52	0	1666236.5384615385	AM-138	Bacteria	Proteobacteria	Gammaproteobacteria	PS1	Thioglobaceae	Pseudothioglobus	Unknown	-19	111	Indian Ocean	793	MES	7.064780961	866443	0	866443	0	61	0	61	0	no	910	818037	2	2757	0.0021978021978021	0.0033702632032536	Unknown	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AM-138-A21	Dark	0.2	839855	70	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__?;g__?;s__?	1199792.8571428573	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Unknown	-19	111	Indian Ocean	793	MES	13.62677294	839855	0	839855	0	54	0	54	0	no	1049	780567	1	1755	0.0009532888465204	0.0022483656111518	Unknown	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-138-C06	Dark	0.2	545692	50	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__?;g__?;s__?	1091384.0	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Unknown	-19	111	Indian Ocean	793	MES	15.83528218	545692	0	545692	0	45	0	45	0	no	684	506334	1	1485	0.0014619883040935	0.0029328466980293	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-138-C10	Dark	0.26	798288	68	0	1173952.9411764706	AM-138	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Unknown	-19	111	Indian Ocean	793	MES	8.250425049	798288	0	798288	0	81	0	81	0	no	907	762963	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-138-C23	Dark	0.19	596305	55	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__?;g__?;s__?	1084190.909090909	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp013390745	-19	111	Indian Ocean	793	MES	9.463292149	596305	0	596305	0	34	0	34	0	no	747	555150	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-138-G02	Dark	0.16	815588	62	0	1315464.5161290322	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Unknown	-19	111	Indian Ocean	793	MES	12.61787122	815588	0	815588	0	49	0	49	0	no	980	762315	4	3981	0.0040816326530612	0.0052222506444186	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	yes	1	1
AM-138-G09	Dark	0.24	668485	57	0	1172780.701754386	AM-138	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp902607215	-19	111	Indian Ocean	793	MES	7.707513736	668485	0	668485	0	76	0	76	0	no	740	644112	2	1743	0.0027027027027027	0.002706051121544	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-138-I04	Dark	0.18	1025828	66	0	1554284.8484848484	AM-138	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	CG-Epi1	Unknown	-19	111	Indian Ocean	793	MES-BAT	18.87401659	1025828	0	1025828	0	64	0	64	0	no	994	985386	1	3012	0.0010060362173038	0.003056670177981	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-138-I17	Dark	0.27	1073234	58	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__ZD0405;g__?;s__?	1850403.4482758625	AM-138	Bacteria	Proteobacteria	Gammaproteobacteria	PS1	Thioglobaceae	Pseudothioglobus	Unknown	-19	111	Indian Ocean	793	MES	10.45309413	1073234	0	1073234	0	68	0	68	0	no	1133	1007856	1	834	0.0008826125330979	0.0008274991665476	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-138-I21	Dark	0.17	782288	70	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Deep_1;g__?;s__?	1117554.2857142857	AM-138	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	AG-414-E02	Unknown	-19	111	Indian Ocean	793	MES	11.87550257	782288	0	782288	0	59	0	59	0	no	855	749442	2	2028	0.0023391812865497	0.0027060132738757	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-138-J20	Dark	0.25	1215035	50	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JL-ETNP-F27;s__?	2430070.0	AM-138	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	GCA-002718515	Unknown	-19	111	Indian Ocean	793	MES	9.393949642	1215035	0	1215035	0	87	0	87	0	no	1112	1151187	2	4359	0.0017985611510791	0.0037865264288078	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	yes	1	1
AM-138-K02	Dark	0.24	768405	57	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1348078.9473684211	AM-138	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Unknown	-19	111	Indian Ocean	793	MES-BAT	8.188077089	768405	0	768405	0	72	0	72	0	no	865	725349	2	3480	0.0023121387283236	0.0047976904910601	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-138-K04	Dark	0.26	819428	51	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1606721.5686274508	AM-138	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Unknown	-19	111	Indian Ocean	793	MES	4.802429419	819428	0	819428	0	58	0	58	0	no	914	780552	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-138-K21	Dark	0.23	1018278	84	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__?;g__?;s__?	1212235.7142857143	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp000402075	-19	111	Indian Ocean	793	MES	12.55441891	1018278	0	1018278	0	31	0	31	0	no	1206	950640	3	3165	0.0024875621890547	0.0033293360262559	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-138-K22	Dark	0.33	1635509	62	k__Bacteria;p__Gemmatimonadetes;c__BD2-11_terrestrial_group;o__?;f__?;g__?;s__?	2637917.741935484	AM-138	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA1138	UBA1138 sp002313925	-19	111	Indian Ocean	793	MES	11.18590746	1635509	0	1635509	0	99	0	99	0	no	1514	1509924	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-138-L11	Dark	0.24	620151	61	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__?;g__?;s__?	1016640.9836065574	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Unknown	-19	111	Indian Ocean	793	MES	10.84127071	620151	0	620151	0	42	0	42	0	no	764	574821	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-138-N03	Dark	0.24	901980	79	0	1141746.835443038	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp013390745	-19	111	Indian Ocean	793	MES	13.39599116	901980	0	901980	0	33	0	33	0	no	1093	845514	3	7212	0.0027447392497712	0.0085297227485292	Unknown	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AM-138-N14	Dark	0.26	827549	52	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1591440.3846153845	AM-138	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Unknown	-19	111	Indian Ocean	793	BAT-ABY	7.13853002	827549	0	827549	0	52	0	52	0	no	902	783828	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-138-O08	Dark	0.25	655385	65	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__?;g__?;s__?	1008284.6153846154	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp000402075	-19	111	Indian Ocean	793	MES	11.97123704	655385	0	655385	0	36	0	36	0	no	799	611043	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-138-O23	Dark	0.26	479874	56	0	856917.857142857	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Unknown	-19	111	Indian Ocean	793	MES	14.25828798	479874	0	479874	0	38	0	38	0	no	605	452211	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-138-P11	Dark	0.2	695290	60	0	1158816.6666666667	AM-138	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp000402075	-19	111	Indian Ocean	793	MES	10.82051245	695290	0	695290	0	46	0	46	0	no	870	650304	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-158-A09	Dark	0.45	2324186	59	0	3939298.305084746	AM-158	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145 sp002731775	0	180	undefined	3000	BAT-ABY	16.60993677	2324186	0	2324186	0	143	0	143	0	no	2232	2032848	4	5862	0.0017921146953405	0.002883639111237	PA+FL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	2
AM-158-A11	Dark	0.21	971988	83	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__?;g__?;s__?	1171069.8795180724	AM-158	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp000484935	0	180	undefined	3000	BAT-ABY	9.595129463	971988	0	971988	0	50	0	50	0	no	1174	900636	1	1755	0.0008517887563884	0.001948622973099	FL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-158-A17	Dark	0.27	807965	64	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__?;g__?;s__?	1262445.3125	AM-158	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp000484935	0	180	undefined	3000	BAT-ABY	9.997304028	807965	0	807965	0	38	0	38	0	no	988	745947	1	1755	0.0010121457489878	0.002352714066817	FL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-158-A22	Dark	0.2	865385	68	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Ca._Nitrosopumilales;f__?;g__?;s__?	1272625.0	AM-158	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp013390745	0	180	undefined	3000	BAT	13.85261698	865385	0	865385	0	41	0	41	0	no	1045	802389	2	3606	0.0019138755980861	0.004494079554929	FL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-158-B03	Dark	0.58	2384598	69	0	3455939.1304347827	AM-158	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB	Unknown	0	180	undefined	3000	ABY	15.20507937	2384598	0	2384598	0	142	0	142	0	no	2483	2074494	0	0	0	0	PA+FL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-158-B04	Dark	0.25	1620581	63	0	2572350.793650794	AM-158	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TCS55	TCS55 sp002715035	0	180	undefined	3000	ABY	13.87734163	1620581	0	1620581	0	81	0	81	0	no	1533	1525185	2	1353	0.0013046314416177	0.0008871054986772	FL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AM-158-B11	Dark	0.27	882762	73	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__S25-593;g__?;s__?	1209263.0136986305	AM-158	Bacteria	Proteobacteria	Alphaproteobacteria	GCA-002720895	GCA-002720895	PTKQ01	Unknown	0	180	undefined	3000	BAT-ABY	8.071626854	882762	0	882762	0	73	0	73	0	no	991	832656	4	4218	0.0040363269424823	0.005065717415115	PA	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	1	1
AM-158-B21	Dark	0.22	684067	51	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Deep_1;g__?;s__?	1341307.843137255	AM-158	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	AG-414-E02	Unknown	0	180	undefined	3000	BAT-ABY	7.212062754	684067	0	684067	0	59	0	59	0	no	763	642348	0	0	0	0	PA+FL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-158-C07	Dark	0.24	1332848	77	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_II;f__?;g__?;s__?	1730971.4285714286	AM-158	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	Thalassarchaeum	Thalassarchaeum sp002507125	0	180	undefined	3000	BAT	14.410162	1332848	0	1332848	0	36	0	36	0	no	1201	1255164	4	5718	0.0033305578684429	0.0045555799879537	FL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	yes	2	2
AM-158-C08	Dark	0.36	1319826	56	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__ZD0417_marine_group;s__?	2356832.1428571427	AM-158	Bacteria	Proteobacteria	Gammaproteobacteria	UBA11654	UBA11654	DTSX01	DTSX01 sp012965065	0	180	undefined	3000	BAT	14.44723408	1319826	0	1319826	0	46	0	46	0	no	1298	1247718	0	0	0	0	FL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AM-158-C11	Dark	0.3	1267474	60	k__Bacteria;p__Chloroflexi;c__Chloroflexi_Subdivision_5_(SAR202);o__?;f__?;g__?;s__?	2112456.666666667	AM-158	Bacteria	Chloroflexota	Dehalococcoidia	UBA6952	Unknown	Unknown	Unknown	0	180	undefined	3000	ABY	16.11744855	1267474	0	1267474	0	79	0	79	0	no	1254	1080027	5	8853	0.003987240829346	0.0081970172967898	FL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
