genome,Sample,Sample feature,FACS mode,Estimated cell diameter (μm),WGA-X Cp (h),Raw read count,Assembly size (Mbp),Final contigs count,Max contig length,GC content (%),Genome completeness (%),Estimated genome size (Mbp)
AG-913-N17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.76,1.600881798,3909133,1391212,46,162754,31,86,1.62
AG-913-N19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.57671388,3766412,770124,31,161496,30,54,1.43
AG-913-N21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,1.871214066,868778,90925,8,32681,36,4,
AG-913-O02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.734132586,2623670,635408,41,114211,29,24,
AG-913-O03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,1.691733467,3082896,843077,31,169485,29,76,1.11
AG-913-O04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,2.966777679,571567,104190,17,16320,32,19,
AG-913-O07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,1.851928891,3841343,606190,19,91999,29,28,
AG-913-O08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,1.752194153,4993541,811188,32,117139,34,63,1.29
AG-913-O09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.38,3.839055499,613327,97128,18,9507,31,0,
AG-913-O13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,2.436671701,524968,781656,50,65721,31,53,1.47
AG-913-O14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,1.68770751,4467352,525560,27,76193,34,39,
AG-913-O16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.015412018,3660431,706017,28,78465,32,58,1.22
AG-913-O17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,2.316640088,266956,132561,23,20290,25,1,
AG-913-O18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.42,1.553376555,3902186,1198263,36,185755,29,83,1.44
AG-913-O19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,2.014853245,4726832,704563,19,111485,36,49,
AG-913-O20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.38,2.096404387,3652938,888396,39,167432,65,24,
AG-913-O21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,2.126864812,4511606,962320,25,280636,30,78,1.23
AG-913-O22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.548944599,4431615,613085,28,120932,33,44,
AG-913-O23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.612880374,3907069,928275,31,117848,30,70,1.33
AG-913-P01,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,1.648746205,2418691,973014,36,174772,30,67,1.45
AG-913-P02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.5,1.843501958,1615703,734184,35,120306,57,26,
AG-913-P03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.697115996,209902,449276,28,89880,30,25,
AG-913-P05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.45,1.771489555,2795682,956712,42,132074,31,55,1.74
AG-913-P07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,1.674489396,3475892,958928,25,210026,34,52,1.84
AG-913-P09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.38,1.974747949,3415120,564095,45,92315,56,7,
AG-913-P10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,1.871521194,3231378,749518,36,90558,30,47,
AG-913-P14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,1.524225332,4237243,1460266,18,273476,36,69,2.12
AG-913-P17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.42,1.647702681,4095884,1026311,51,146232,39,36,
AG-913-P18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,2.050935657,4564112,665897,39,79502,32,32,
AG-913-P21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.797684673,3712232,1461596,71,99981,31,65,2.25
AG-913-P22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.4,5.465392806,628918,46451,7,13875,32,0,
AG-914-A04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,1.957347326,2844399,604343,32,68951,32,37,
AG-914-A05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,1.811054372,3176906,250683,4,205694,34,0,
AG-914-A07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,1.649239515,2970393,785440,24,230429,30,53,1.48
AG-914-A08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,1.708385722,2989253,1129678,36,215972,29,70,1.61
AG-914-A09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.743114049,2787777,967393,25,132485,30,89,1.09
AG-914-A10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.35,6.116601755,357607,30004,6,9537,59,0,
AG-914-A11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,1.745043023,5272250,1042456,31,220923,36,54,1.93
AG-914-A14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.7,1.910125016,3078338,799847,37,113421,31,46,
AG-914-A15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,1.912302527,2381237,956883,49,137854,30,64,1.5
AG-914-A17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,1.876637844,2830279,1029748,48,156399,29,75,1.37
AG-914-A20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.38,1.719785813,3330044,1400593,49,266126,43,43,
AG-914-A22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.4,2.102665592,3021151,766786,57,65614,30,41,
AG-914-A23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.776579931,916882,26101,1,26101,33,0,
AG-914-B03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.803059996,2638817,851677,40,167198,30,56,1.52
AG-914-B04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.616797313,3323033,990656,29,154695,29,67,1.48
AG-914-B06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,1.857242932,3321688,651512,24,87339,32,27,
AG-914-B08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.976758659,3284459,483568,47,64976,50,0,
AG-914-B09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.514761084,539809,218778,28,23307,30,15,
AG-914-B11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,2.05761239,2923751,283661,14,119919,30,13,
AG-914-B14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,1.949538982,2802965,1203512,39,220215,29,90,1.34
AG-914-B15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,1.713211714,2976701,887167,23,243283,33,50,1.77
AG-914-B16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,1.78635971,3099412,1116728,32,299592,33,85,1.31
AG-914-B17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,1.981437612,3182680,866269,30,240095,29,73,1.19
AG-914-B18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,2.228560686,3135787,333107,12,141761,32,31,
AG-914-B19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,2.552865375,598641,532204,35,90440,32,44,
AG-914-B21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.083028406,2822534,865909,42,169388,30,45,
AG-914-B23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,2.145220804,3163096,738656,50,72668,30,68,1.09
AG-914-C02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.63,1.67740759,2375432,932277,62,156627,38,22,
AG-914-C03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,2.039334365,2861358,361159,35,45153,30,34,
AG-914-C05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,1.998065203,3194332,349421,33,29909,34,19,
AG-914-C06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.634335166,2695534,1183514,35,262733,29,84,1.41
AG-914-C07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,1.805915699,2868868,1069950,44,360895,30,68,1.57
AG-914-C08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,3.830053285,518788,57073,13,7596,30,0,
AG-914-C09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.38,2.212512478,511255,150591,12,37790,44,0,
AG-914-C11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.4,2.033173684,2054307,358616,10,133767,28,13,
AG-914-C13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.41,2.309052153,464940,499640,55,30880,29,22,
AG-914-C14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.762545443,3061202,715614,42,87774,31,43,
AG-914-C16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.62,1.751278549,2867864,2077008,93,112619,42,57,3.64
AG-914-C17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,1.998742321,3002244,780865,38,102754,32,52,1.5
AG-914-C18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,2.396443483,423893,175948,25,20072,29,15,
AG-914-C19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,3.975003677,614951,38636,10,7138,36,0,
AG-914-C20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,2.118895947,3481864,831868,27,170254,34,53,1.57
AG-914-C21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,2.764140763,271860,59423,7,11687,26,0,
AG-914-C23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.083855092,2481284,243612,28,40579,24,2,
AG-914-D03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.51,2.829770089,583714,227423,32,18532,40,12,
AG-914-D04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.140980723,692869,73089,5,45883,34,0,
AG-914-D05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.59,1.747703715,3021923,1129391,44,206530,31,71,1.59
AG-914-D06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.401825113,610025,670919,31,84638,30,58,1.16
AG-914-D07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,1.963836603,3162495,1052077,48,113932,31,78,1.35
AG-914-D08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,1.839230826,3305930,1011185,28,250048,33,80,1.26
AG-914-D09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.66,1.826780514,2644548,946674,42,182519,31,56,1.69
AG-914-D10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.4,2.658209777,397134,358205,22,66343,52,0,
AG-914-D13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,1.843069862,3577719,923414,32,126590,33,60,1.54
AG-914-D18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.570983043,675530,188655,24,23854,33,10,
AG-914-D19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,2.353536315,490724,608622,40,78025,30,31,
AG-914-D20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.961537768,3138308,924490,29,140536,30,64,1.44
AG-914-D21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,1.924873113,3417093,732702,40,159494,30,60,1.22
AG-914-E02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,2.369393437,690909,301855,22,53676,32,8,
AG-914-E03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,2.11491863,2392605,575141,44,35567,29,39,
AG-914-E04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.08683552,2320308,536974,40,79039,24,3,
AG-914-E06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,1.849789406,2696661,890803,26,121552,30,81,1.1
AG-914-E07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,2.000271585,3014564,793005,51,103577,30,77,1.03
AG-914-E08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,1.944622682,3958758,570470,33,53278,34,24,
AG-914-E11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,1.867688087,2087977,537485,28,109644,29,52,1.03
AG-914-E13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,5.207315514,566992,81784,11,29368,35,0,
AG-914-E14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.64,1.838137216,611951,179834,4,109055,31,10,
AG-914-E17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.41,1.82476514,2967447,1558526,72,113143,29,66,2.36
AG-914-E18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,1.38,2.892149759,661250,31397,4,15631,44,0,
AG-914-E19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,2.945133012,214732,43734,6,11429,25,0,
AG-914-E21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.780138898,2845472,944219,27,128134,30,77,1.23
AG-914-E22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,2.689788511,548100,262256,30,22490,29,28,
AG-914-E23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.75,2.111376496,3119326,620140,54,56177,31,28,
AG-914-F03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.43,2.055072795,2886683,486262,29,115828,32,37,
AG-914-F04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,1.944381397,2173105,447944,35,105622,30,8,
AG-914-F06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,2.495117909,470954,359360,47,24503,30,25,
AG-914-F07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.56,1.750965009,2912223,1319975,33,188199,31,84,1.57
AG-914-F09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.44,1.929888597,3177965,857253,45,92614,43,33,
AG-914-F13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,1.719256016,3337252,1119335,20,177531,35,74,1.51
AG-914-F14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.39,1.687630096,3084907,1391839,30,218672,30,70,1.99
AG-914-F16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.38,2.647262873,432613,228604,16,41763,29,30,
AG-914-F17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.838620551,3475657,621297,33,131659,30,50,1.24
AG-914-F18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,1.867615111,3418759,1157497,24,221409,30,76,1.52
AG-914-F19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,1.709751212,3752103,1129704,38,204586,36,75,1.51
AG-914-F20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,1.29,2.341501426,614744,311732,19,70831,54,4,
AG-914-F23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,1.901028679,2950459,608425,33,75719,30,36,
AG-914-G02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.44,1.624840248,2901214,1934962,59,254689,34,81,2.39
AG-914-G03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.49,3.30857678,472679,24831,2,16921,40,0,
AG-914-G04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,2.761789869,415889,133841,18,24853,29,9,
AG-914-G07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,3.012903984,445592,131910,18,24419,33,0,
AG-914-G08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,2.276460587,477299,103119,8,39096,27,4,
AG-914-G10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,1.991743216,3228908,890031,18,205792,30,77,1.16
AG-914-G11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,2.170290914,3145499,778727,54,58990,29,45,
AG-914-G14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.373447034,466027,411892,24,251554,29,39,
AG-914-G15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,2.098534247,2902123,651553,41,74732,29,62,1.05
AG-914-G18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,1.84632702,3036738,1207625,46,213193,32,71,1.7
AG-914-G20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,2.009280744,2991067,566539,36,91618,30,44,
AG-914-G21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.97342499,3102186,575852,41,60177,30,13,
AG-914-G22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,1.676839826,2729553,1038338,37,320493,30,92,1.13
AG-914-G23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,1.714113251,2708283,451493,28,86236,29,36,
AG-914-I02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.41,2.410753883,504330,23309,1,23309,28,2,
AG-914-I03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.895921719,2461558,973850,36,123207,29,58,1.68
AG-914-I04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,1.788337784,2776007,706305,30,200848,30,66,1.07
AG-914-I05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.62,2.799109702,436666,115731,12,22883,58,0,
AG-914-I06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,2.316964866,588180,479190,38,79509,30,28,
AG-914-I09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.4,2.714752007,485634,134114,17,21043,32,7,
AG-914-I11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,1.38,2.971144781,516432,90738,2,75999,60,7,
AG-914-I14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.517244878,175863,41692,12,5577,22,0,
AG-914-I15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.902126194,2749515,1171937,37,162393,30,70,1.67
AG-914-I16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.754772118,2928764,987761,22,204144,30,93,1.06
AG-914-I17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.31,2.140833374,2899687,1072689,43,244235,30,72,1.49
AG-914-I19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.003729092,3162795,245245,15,56542,29,12,
AG-914-I21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,4.171028648,614014,47206,15,5434,34,4,
AG-914-I22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.39,1.860175141,3105308,1084874,50,112106,29,59,1.84
AG-914-I23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.65,1.711102654,2951043,1364144,35,220788,32,89,1.53
AG-914-J02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,2.071865136,2566522,661384,33,63327,30,73,0.91
AG-914-J03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,1.06,1.847396149,2464204,810643,30,222040,46,22,
AG-914-J04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,2.60516271,418629,264094,27,26358,30,28,
AG-914-J05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,1.865270243,2545294,1040584,17,312145,30,94,1.11
AG-914-J07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,2.173041242,2709304,1040732,38,123078,50,43,
AG-914-J08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.802980948,293486,74594,9,18818,25,2,
AG-914-J09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.41,2.340312625,525692,265761,13,96754,50,0,
AG-914-J10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.65,1.864899975,3339081,1398949,71,113796,40,47,
AG-914-J11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.599431643,659979,75953,10,15572,33,0,
AG-914-J13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.39,2.412279683,563326,314245,23,52770,55,4,
AG-914-J14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.83,2.187404859,3203007,837246,77,53760,45,16,
AG-914-J16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,1.790739531,3045556,988471,32,126289,36,61,1.62
AG-914-J18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.018498044,3067445,862822,36,129002,30,57,1.51
AG-914-J19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.578715037,706733,150702,17,26196,32,8,
AG-914-J20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,1.785965685,2751845,959634,23,234868,30,79,1.21
AG-914-J21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,2.369425031,605800,230085,23,57332,31,23,
AG-914-J22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.776555613,3030366,407663,7,199007,31,23,
AG-914-K03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,1.997302137,3068829,789546,40,75829,32,52,1.52
AG-914-K05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.46,2.031808507,3351708,1077093,47,113916,30,63,1.71
AG-914-K07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.23,2.429349137,348035,588136,30,122800,30,40,
AG-914-K08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,2.343532368,534860,393362,12,118950,32,28,
AG-914-K10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.44,2.734997784,552958,130754,10,31209,50,0,
AG-914-K13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,2.034718147,2564639,989934,41,164401,30,53,1.87
AG-914-K16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.55,2.642612385,466961,87706,15,13110,47,0,
AG-914-K17,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.24,1.994218933,3512758,869145,39,128843,32,50,1.74
AG-914-K18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,1.955698415,2496694,823804,46,135099,29,81,1.02
AG-914-K19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,2.480105232,482134,303752,35,36273,30,25,
AG-914-K21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,1.999221033,2935353,973351,22,188263,32,70,1.39
AG-914-L02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.22,1.848172113,2135894,629721,14,143756,30,49,
AG-914-L03,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,1.821737629,2018026,1099116,44,217008,29,83,1.32
AG-914-L04,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,1.821638331,3000231,1093237,49,213738,29,93,1.18
AG-914-L06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.68,3.749333342,608634,189428,32,23647,32,6,
AG-914-L07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.36,4.116406781,484130,45051,11,6460,30,2,
AG-914-L09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,1.885943662,2963200,1057646,35,116613,29,66,1.6
AG-914-L10,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.29,1.849895511,2623381,940249,31,129969,29,85,1.11
AG-914-L11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.38,2.387186009,460454,390573,25,56178,46,22,
AG-914-L13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,3.946156732,688398,76001,11,10834,30,4,
AG-914-L14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,1.839511778,2949819,1012344,23,208747,30,63,1.61
AG-914-L15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,2.99000931,483092,150669,25,14351,30,16,
AG-914-L16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.902336878,552889,288383,23,66095,30,2,
AG-914-L18,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.28,2.372457743,622956,97109,7,33929,29,4,
AG-914-L19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,2.37465572,469271,550654,36,99804,30,25,
AG-914-L20,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.32,1.986347684,3063328,1170260,22,200049,29,86,1.36
AG-914-L21,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,2.113739044,2873100,770131,27,80391,32,44,
AG-914-L22,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.2,2.374969788,606488,217107,31,24951,29,2,
AG-914-L23,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,3.777471725,735630,38070,4,18209,38,0,
AG-914-M02,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.3,1.692486988,2963515,1112281,9,389544,34,64,1.74
AG-914-M05,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.33,1.846071411,2747162,902589,53,155633,31,47,
AG-914-M06,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.18,2.147364406,2947768,394556,19,66987,28,5,
AG-914-M07,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.31,2.198188191,2964125,806548,34,103735,29,74,1.09
AG-914-M08,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.25,2.022174619,3199576,737320,37,144655,30,54,1.37
AG-914-M09,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,2.187947108,3178933,446545,30,79517,30,36,
AG-914-M11,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.21,1.815475524,2823630,889432,20,151386,34,68,1.31
AG-914-M13,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.26,1.823478424,2765404,967692,37,115630,29,65,1.49
AG-914-M14,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.19,1.789895379,2684039,1012736,18,295762,30,87,1.16
AG-914-M15,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.31,1.845403474,2989166,1198535,14,241793,32,66,1.82
AG-914-M16,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.27,2.393545199,581004,399970,34,50777,32,28,
AG-914-M19,SWC-09,BATS Mixed Layer ~20% narB,Syto9-Prok,0.34,1.926398204,3000242,821320,53,52363,31,47,
