genome	system	instances
AM-243-E15	RM	2
AM-243-E17	Zorya	1
AM-243-E17	RM	1
AM-243-E17	Cas	1
AM-243-E21	AbiU	1
AM-243-E21	RM	1
AM-243-F02	SoFic	1
AM-243-F09	Retron	1
AM-243-F13	DISARM	1
AM-243-F14	AbiU	1
AM-243-F17	dXTPase	1
AM-243-F17	RM	1
AM-243-F18	BREX	1
AM-243-F18	Cas	1
AM-243-F22	Eleos	1
AM-243-G03	AbiU	1
AM-243-G08	PsyrTA	1
AM-243-G17	Viperin	1
AM-243-G17	RM	1
AM-243-G20	PD-T4-3	1
AM-243-I02	RloC	1
AM-243-I03	AbiU	1
AM-243-I03	RM	1
AM-243-I03	Cas	1
AM-243-I06	RM	1
AM-243-I07	RM	1
AM-243-I09	RM	1
AM-243-I11	RM	1
AM-243-I18	RM	1
AM-243-J07	BREX	1
AM-243-J11	RM	2
AM-243-J14	RM	2
AM-243-J15	RM	2
AM-243-J17	dXTPase	1
AM-243-K06	DarTG	1
AM-243-K17	RM	2
AM-243-K20	RM	3
AM-243-L06	Druantia	1
AM-243-L06	SoFic	1
AM-243-L06	RM	3
AM-243-L17	RM	1
AM-243-L18	RM	1
AM-243-L20	RM	1
AM-243-M06	dXTPase	1
AM-243-M06	RM	1
AM-243-M11	AbiU	1
AM-243-M14	AbiU	1
AM-243-M15	AbiU	1
AM-243-M15	DarTG	1
AM-243-M18	Uzume	1
AM-243-M18	RM	1
AM-243-M19	DUF4238	1
AM-243-M19	RM	1
AM-243-M23	RM	1
AM-243-N02	DISARM	1
AM-243-N09	RL	1
AM-243-N09	RM	2
AM-243-N17	RM	3
AM-243-N18	RM	1
AM-243-O02	RM	1
AM-243-O03	dXTPase	1
AM-243-O10	AbiU	1
AM-243-O10	ShosTA	1
AM-243-O10	RM	1
AM-243-O11	AbiU	1
AM-243-P04	AbiU	1
AM-243-P04	Druantia	1
AM-243-P04	RM	4
AM-243-P05	RM	1
AM-243-P06	RM	1
AM-243-P09	AbiU	1
AM-243-P11	AbiU	1
AM-243-P16	Retron	1
AM-247-A02	RM	1
AM-247-A05	AbiU	1
AM-247-A07	RM	1
AM-247-A20	Cas	2
AM-247-B06	AbiU	1
AM-247-B23	PD-T4-3	1
AM-247-B23	RM	1
AM-247-C04	pAgo	1
AM-247-C11	PD-T4-3	1
AM-247-C17	AbiU	1
AM-247-C19	PsyrTA	1
AM-247-D07	PsyrTA	1
AM-247-D15	RM	1
AM-247-D20	RM	1
AM-247-D23	AbiU	1
AM-247-E05	AbiU	1
AM-247-E11	RM	1
AM-247-E18	PsyrTA	1
AM-247-E19	RM	3
AM-247-F07	Shango	1
AM-247-F07	SoFic	1
AM-247-F07	RM	2
AM-247-F10	RM	1
AM-247-F17	dXTPase	1
AM-247-F17	RM	1
AM-247-F18	RM	1
AM-247-F19	RM	2
AM-247-F22	AbiU	1
AM-247-F22	RM	1
AM-247-G15	RM	1
AM-247-G17	AbiE	1
AM-247-G17	DRT	3
AM-247-G17	Shango	1
AM-247-G17	SoFic	1
AM-247-G17	RM	3
AM-247-G19	RM	1
AM-247-I02	RM	1
AM-247-I13	RM	1
AM-247-I15	RM	1
AM-247-I18	ShosTA	1
AM-247-I18	RM	2
AM-247-I19	AbiU	1
AM-247-I19	RM	1
AM-247-I23	RM	1
AM-247-J13	RM	3
AM-247-J18	pAgo	1
AM-247-J18	RM	1
AM-247-J20	AbiU	1
AM-247-J20	RM	1
AM-247-J23	RM	1
AM-247-K07	RM	1
AM-247-K16	RM	1
AM-247-K17	RM	1
AM-247-K18	RM	1
AM-247-K21	RM	1
AM-247-K22	RM	1
AM-247-K23	dXTPase	1
AM-247-L07	PD-T4-3	1
AM-247-L08	AbiU	1
AM-247-L19	RM	1
AM-247-L23	RM	1
AM-247-M17	DRT	1
AM-247-M17	RM	2
AM-247-M20	RM	1
AM-247-M21	AbiU	1
AM-247-M21	RM	1
AM-247-M22	DISARM	1
AM-247-M22	AbiU	1
AM-247-M22	RM	1
AM-247-N08	AbiE	1
AM-247-N08	Septu	1
AM-247-N08	PsyrTA	1
AM-247-N08	Druantia	1
AM-247-N08	SoFic	1
AM-247-N08	BREX	1
AM-247-N08	RM	4
AM-247-N14	RM	1
AM-247-O03	Eleos	1
AM-247-O08	RM	1
AM-247-O09	AbiU	1
AM-247-O09	RM	1
AM-247-O13	dXTPase	1
AM-247-O20	DISARM	1
AM-247-O20	AbiU	1
AM-247-P04	RM	2
AM-247-P06	DarTG	1
AM-247-P09	Dpd	2
AM-249-A01	RM	1
AM-249-A02	AbiU	1
AM-249-A02	RM	1
AM-249-A05	RM	1
AM-249-A08	AbiU	1
AM-249-A08	RM	1
AM-249-A09	AbiL	1
AM-249-A09	Gabija	1
AM-249-A09	CBASS	1
AM-249-A09	BREX	1
AM-249-A09	RM	1
AM-249-A14	RM	1
AM-249-A15	AbiU	1
AM-249-A17	PsyrTA	1
AM-249-A20	RM	1
AM-249-B06	RM	2
AM-249-B08	Wadjet	1
AM-249-B08	Dnd	1
AM-249-B11	DISARM	1
AM-249-B11	RM	1
AM-249-B15	AbiU	1
AM-249-B15	RM	1
AM-249-B16	RM	1
AM-249-B18	RM	1
AM-249-C05	RM	1
AM-249-C07	RM	1
AM-249-C17	AbiU	1
AM-249-C18	RM	2
AM-249-C23	RM	1
AM-249-D02	RM	2
AM-249-D03	PsyrTA	1
AM-249-D03	RM	2
AM-249-D04	Mokosh	1
AM-249-D21	AbiU	1
AM-249-E06	Lamassu	1
AM-249-E06	RM	1
AM-249-E07	AbiU	1
AM-249-E09	Cas	1
AM-249-E20	AbiL	1
AM-249-E20	CBASS	1
AM-249-E20	RM	2
AM-249-E20	Cas	1
AM-249-F08	CBASS	1
AM-249-F14	RM	1
AM-249-F16	RM	2
AM-249-F20	AbiU	1
AM-249-F22	AbiU	1
AM-249-F23	RM	1
AM-249-G06	AbiU	1
AM-249-G07	AbiL	1
AM-249-G07	CBASS	1
AM-249-G07	RM	1
AM-249-G13	RM	1
AM-249-G14	RM	1
AM-249-G18	RM	1
AM-249-G20	RM	2
AM-249-G21	AbiU	1
AM-249-G21	RM	1
AM-249-G23	AbiU	1
AM-249-I07	AbiU	1
AM-249-I07	RM	3
AM-249-I08	Cas	1
AM-249-I09	AbiU	1
AM-249-I19	RM	2
AM-249-J02	AbiU	1
AM-249-J03	Cas	1
AM-249-J13	RM	1
AM-249-J14	AbiU	1
AM-249-J14	RM	1
AM-249-K04	AbiL	1
AM-249-K04	Wadjet	1
AM-249-K04	RM	1
AM-249-K05	RM	3
AM-249-K06	AbiU	1
AM-249-K06	RM	1
AM-249-K07	AbiL	1
AM-249-K07	Wadjet	1
AM-249-K07	RM	1
AM-249-K07	Cas	1
AM-249-K17	Retron	1
AM-249-L02	AbiD	1
AM-249-L02	Gabija	1
AM-249-L02	RloC	1
AM-249-L02	CBASS	1
AM-249-L02	RM	2
AM-249-L04	Mokosh	1
AM-249-L04	RM	2
AM-249-L07	Dpd	1
AM-249-L07	RM	1
AM-249-L15	AbiU	1
AM-249-L20	RM	1
AM-249-M07	RM	1
AM-249-M09	RM	1
AM-249-M16	AbiU	1
AM-249-M16	RM	1
AM-249-M18	RM	2
AM-249-N03	RM	1
AM-249-N05	RM	1
AM-249-N07	RM	4
AM-249-N11	SspBCDE	1
AM-249-N11	Zorya	1
AM-249-N11	pAgo	1
AM-249-N14	RM	1
AM-249-N15	RM	1
AM-249-N21	Retron	1
AM-249-O05	AbiL	1
AM-249-O05	AbiE	1
AM-249-O05	Wadjet	2
AM-249-O05	CBASS	1
AM-249-O06	RM	1
AM-249-O08	AbiU	1
AM-249-O09	AbiE	1
AM-249-O09	SoFic	1
AM-249-O11	PsyrTA	1
AM-249-O15	AbiU	1
AM-249-O15	RM	1
AM-249-O17	RM	2
AM-249-P01	AbiU	1
AM-249-P01	RM	1
AM-249-P15	RM	1
AM-249-P19	RM	1
AM-255-A06	RM	1
AM-255-A17	RM	1
AM-255-A20	RM	1
AM-255-A23	AbiU	1
AM-255-A23	RM	1
AM-255-B04	RM	2
AM-255-B05	DISARM	1
AM-255-B05	RM	1
AM-255-B08	AbiU	1
AM-255-B09	RM	1
AM-255-B20	AbiU	1
AM-255-B22	AbiU	1
AM-255-C04	RM	1
AM-255-C14	PsyrTA	1
AM-255-C19	AbiU	1
AM-255-C21	dXTPase	1
AM-255-D04	AbiU	1
AM-255-D07	RM	1
AM-255-D11	RM	1
AM-255-D21	ShosTA	1
AM-255-D21	RM	1
AM-255-E06	RM	1
AM-255-E10	RM	1
AM-255-E16	RM	1
AM-255-E18	RM	1
AM-255-F22	RM	1
AM-255-G02	AbiU	1
AM-255-G03	RM	2
AM-255-G20	AbiU	1
AM-255-G20	RM	1
AM-255-I06	PsyrTA	1
AM-255-I09	AbiU	1
AM-255-I09	RM	1
AM-255-I14	dXTPase	1
AM-255-I22	PD-Lambda-1	1
AM-255-J02	RM	1
AM-255-J04	RM	1
AM-255-J05	AbiU	1
AM-255-J05	RM	1
AM-255-J06	AbiU	1
AM-255-J10	AbiU	1
AM-255-J13	AbiU	1
AM-255-J13	PsyrTA	1
AM-255-J19	RM	2
AM-255-K08	RM	1
AM-255-K17	ShosTA	1
AM-255-K17	RM	1
AM-255-K20	RM	4
AM-255-K23	AbiU	1
AM-255-L02	PD-T4-3	1
AM-255-L04	RM	1
AM-255-L05	RM	1
AM-255-L08	RM	2
AM-255-L22	RM	2
AM-255-M04	RM	1
AM-255-M18	RM	2
AM-255-M19	RM	2
AM-255-M23	Viperin	1
AM-255-M23	Mokosh	1
AM-255-M23	RM	1
AM-255-N03	RM	3
AM-255-N04	Retron	1
AM-255-N04	RM	1
AM-255-N15	AbiU	1
AM-255-N15	RM	1
AM-255-N22	RM	1
AM-255-O03	dXTPase	1
AM-255-O04	Tiamat	1
AM-255-O04	Cas	1
AM-255-O07	dXTPase	1
AM-255-O07	BREX	1
AM-255-O15	RM	1
AM-255-O16	Azaca	1
AM-255-O18	RM	2
AM-255-P08	AbiU	1
AM-255-P16	AVAST	1
AM-255-P16	RM	3
AM-257-A06	RM	2
AM-257-A11	RM	1
AM-257-A16	AbiU	1
AM-257-A20	AbiU	1
AM-257-A20	RM	3
AM-257-B03	RM	2
AM-257-B05	RM	2
AM-257-B06	AbiU	1
AM-257-B15	AbiU	1
AM-257-B20	RM	1
AM-257-B22	Cas	1
AM-257-C06	Eleos	1
AM-257-C07	AbiU	1
AM-257-C07	ShosTA	1
AM-257-C07	BREX	1
AM-257-C18	RM	2
AM-257-C19	AbiU	1
AM-257-C21	AbiU	1
AM-257-C23	ShosTA	1
AM-257-D03	AbiU	1
AM-257-D03	RM	1
AM-257-D06	AbiU	1
AM-257-D06	RM	1
AM-257-D16	AbiU	1
AM-257-D16	RM	2
AM-257-D23	AbiU	1
AM-257-D23	RM	1
AM-257-E09	RM	1
AM-257-E10	AbiU	1
AM-257-E10	RM	1
AM-257-E15	RM	3
AM-257-E16	RM	2
AM-257-E20	AbiU	1
AM-257-E21	AbiU	1
AM-257-E23	PD-T4-3	1
AM-257-F06	AbiU	1
AM-257-F06	Dnd	1
AM-257-F11	AbiU	1
AM-257-F11	RM	3
AM-257-F18	RM	1
AM-257-F23	AbiU	1
AM-257-G02	RM	2
AM-257-G03	RM	1
AM-257-G04	AbiU	1
AM-257-G08	RM	1
AM-257-G13	RM	2
AM-257-G16	Lamassu	1
AM-257-G16	RM	2
AM-257-I06	AbiU	1
AM-257-I11	PsyrTA	1
AM-257-I19	RM	1
AM-257-I21	PsyrTA	1
AM-257-J03	AbiU	1
AM-257-J04	RM	1
AM-257-J05	RM	1
AM-257-J06	RM	1
AM-257-J08	AbiU	1
AM-257-J08	RM	2
AM-257-J09	RM	3
AM-257-J11	RM	1
AM-257-J16	RM	1
AM-257-J18	RM	1
AM-257-J19	RM	4
AM-257-K03	AbiU	1
AM-257-K03	RM	2
AM-257-K08	AbiU	1
AM-257-K08	RM	1
AM-257-K10	RM	2
AM-257-K11	PsyrTA	1
AM-257-K17	Dnd	1
AM-257-K19	RM	2
AM-257-L08	AbiU	1
AM-257-L16	PD-T4-3	2
AM-257-M02	AbiU	1
AM-257-M18	AbiU	1
AM-257-M21	RM	2
AM-257-M23	ShosTA	1
AM-257-N02	dXTPase	1
AM-257-N03	Eleos	1
AM-257-N03	RM	1
AM-257-N10	AbiU	1
AM-257-N10	RM	1
AM-257-N11	AbiU	1
AM-257-N11	ShosTA	1
AM-257-N11	RM	1
AM-257-N19	RM	3
AM-257-O04	AbiU	1
AM-257-O08	ShosTA	1
AM-257-O08	RM	2
AM-257-O09	RM	1
AM-257-O11	RM	3
AM-257-O13	Viperin	1
AM-257-O13	pAgo	1
AM-257-O15	RM	2
AM-257-P04	RM	1
AM-259-A02	RM	1
AM-259-A03	SoFic	1
AM-259-A03	RM	2
AM-259-A09	RM	1
AM-259-A10	AbiU	1
AM-259-A10	RM	1
AM-259-A15	BREX	1
AM-259-A17	RM	3
AM-259-A20	AbiU	1
AM-259-A20	RM	1
AM-259-A23	RM	1
AM-259-B04	RM	2
AM-259-B08	RM	1
AM-259-B10	ShosTA	1
AM-259-B10	RM	1
AM-259-B20	AbiU	1
AM-259-C10	RM	1
AM-259-C14	RM	1
AM-259-C15	RM	2
AG-538-A13	AbiU	1
AG-538-A13	Eleos	1
AG-538-A13	RM	2
AG-538-A07	AbiU	1
AG-538-B03	RM	1
AG-538-A23	dXTPase	1
AG-538-B07	RM	1
AG-538-B10	AbiU	1
AG-538-B10	RM	1
AG-538-B13	RM	1
AG-538-B19	RM	1
AG-538-B23	RM	2
AG-538-C10	RM	1
AG-538-C18	PsyrTA	1
AG-538-D07	RM	2
AG-538-D15	AbiU	1
AG-538-D16	dXTPase	1
AG-538-E07	AbiU	1
AG-538-E07	RM	1
AG-538-E14	Dnd	1
AG-538-E19	AbiU	1
AG-538-E19	RM	1
AG-538-F02	Tiamat	1
AG-538-F07	RM	1
AG-538-F16	AbiU	1
AG-538-F19	AbiU	1
AG-538-F23	RM	1
AG-538-G04	AbiU	1
AG-538-G07	AbiU	1
AG-538-G19	AbiU	1
AG-538-I03	dXTPase	1
AG-538-I04	RM	1
AG-538-I06	RM	1
AG-538-I10	RM	1
AG-538-I14	SoFic	1
AG-538-I17	RM	2
AG-538-J09	Dnd	1
AG-538-J15	RM	2
AG-538-J17	RM	1
AG-538-K03	Druantia	1
AG-538-K11	AbiU	1
AG-538-K13	Lamassu	1
AG-538-K13	PsyrTA	1
AG-538-K13	RM	1
AG-538-K20	RM	3
AG-538-K21	RM	2
AG-538-K22	AbiU	1
AG-538-K22	RM	1
AG-538-L05	AbiU	1
AG-538-L08	Viperin	1
AG-538-L18	RM	1
AG-538-M06	dXTPase	1
AG-538-M13	RM	1
AG-538-M16	RM	1
AG-538-N03	PsyrTA	1
AG-538-N05	AbiU	1
AG-538-N05	RM	2
AG-538-N20	RM	1
AG-538-N21	AbiU	1
AG-538-O11	AbiU	1
AG-538-O11	RM	2
AG-538-P02	RM	2
AG-538-P07	AbiU	1
AG-538-P10	AbiU	1
AG-538-P13	RM	1
AG-538-P18	AbiU	1
AG-538-P18	DISARM	1
AG-538-P18	RM	1
AG-538-P19	AbiU	1
AH-302-A02	SoFic	1
AH-302-A23	dXTPase	1
AH-302-A23	Zorya	1
AH-302-B16	RM	3
AH-302-B21	RM	2
AH-302-B22	RM	2
AH-302-C03	RM	1
AH-302-C06	RM	2
AH-302-C11	RM	1
AH-302-C15	AbiE	2
AH-302-C17	Septu	1
AH-302-C17	RM	1
AH-302-C17	Cas	1
AH-302-D02	RM	1
AH-302-D19	RM	1
AH-302-D23	RM	1
AH-302-D23	Cas	1
AH-302-E18	RM	1
AH-302-E19	PsyrTA	1
AH-302-F16	dXTPase	1
AH-302-G07	RM	1
AH-302-G16	RM	1
AH-302-G18	RM	1
AH-302-I02	RM	1
AH-302-I10	AbiE	1
AH-302-I10	PD-T7-2	1
AH-302-I10	Azaca	1
AH-302-I10	Shango	1
AH-302-I10	Hachiman	1
AH-302-I10	SanaTA	1
AH-302-I10	pAgo	2
AH-302-I10	RM	2
AH-302-I13	RM	1
AH-302-I15	RM	2
AH-302-I20	dXTPase	1
AH-302-I23	DISARM	1
AH-302-I23	AbiU	1
AH-302-J11	Retron	1
AH-302-J15	RM	2
AH-302-J22	AbiU	1
AH-302-J23	Wadjet	1
AH-302-J23	Borvo	1
AH-302-J23	RM	2
AH-302-K17	ShosTA	1
AH-302-L05	RM	4
AH-302-L21	RM	3
AH-302-L22	dXTPase	1
AH-302-L22	RM	1
AH-302-M21	RM	1
AH-302-N08	dXTPase	1
AH-302-N13	PD-T4-3	1
AH-302-N19	Cas	1
AH-302-N20	RM	1
AH-302-N20	Cas	2
AH-302-N22	ShosTA	1
AH-302-O03	PsyrTA	1
AH-302-O11	Menshen	1
AH-305-A02	RM	1
AH-305-A07	RM	1
AH-305-A08	RM	2
AH-305-A13	RM	2
AH-305-A18	RM	1
AH-305-A22	RM	3
AH-305-B09	RM	1
AH-305-B18	AbiU	1
AH-305-B19	Uzume	1
AH-305-B22	RM	1
AH-305-C03	AbiU	1
AH-305-C04	dXTPase	1
AH-305-C19	Borvo	1
AH-305-D04	RM	1
AH-305-D06	AbiU	1
AH-305-D09	AbiU	1
AH-305-D09	RM	1
AH-305-D22	dXTPase	1
AH-305-E06	RM	1
AH-305-E07	RM	1
AH-305-E17	AbiE	1
AH-305-F18	RM	1
AH-305-F21	RM	2
AH-305-G18	Lamassu	1
AH-305-G19	BREX	1
AH-305-G19	RM	1
AH-305-I02	Septu	1
AH-305-I02	Eleos	1
AH-305-I02	RM	1
AH-305-I02	Cas	1
AH-305-I09	RM	1
AH-305-I13	RM	2
AH-305-I18	RM	2
AH-305-J04	Dpd	1
AH-305-J04	RM	1
AH-305-J05	RM	1
AH-305-J18	Cas	1
AH-305-J20	RM	1
AH-305-K21	RM	1
AH-305-L04	ShosTA	1
AH-305-L10	AbiU	1
AH-305-L10	RM	2
AH-305-L22	RM	1
AH-305-M03	AbiU	1
AH-305-M03	RM	1
AH-305-M04	RM	1
AH-305-N08	RM	1
AH-305-N09	RM	1
AH-305-O06	RM	1
AH-305-O18	AbiU	1
AH-305-P01	AbiU	1
AH-305-P04	RM	1
AH-305-P07	Zorya	1
AH-305-P07	RM	2
AH-305-P23	PsyrTA	1
AH-305-P23	RM	1
AH-307-A05	RM	1
AH-307-A18	dXTPase	1
AH-307-A18	RM	1
AH-307-B09	RloC	1
AH-307-B09	RM	2
AH-307-B21	Cas	2
AH-307-D19	PsyrTA	1
AH-307-D19	RM	1
AH-307-E06	AbiD	1
AH-307-E06	dXTPase	2
AH-307-E06	Hachiman	1
AH-307-E06	pAgo	1
AH-307-E06	RM	2
AH-307-E17	PsyrTA	1
AH-307-G07	RM	1
AH-307-G14	ApeA	1
AH-307-G14	RM	4
AH-307-G22	RM	1
AH-307-I07	RM	2
AH-307-I10	AbiU	1
AH-307-I10	RM	1
AH-307-I14	RM	1
AH-307-I16	SoFic	1
AH-307-I17	RM	1
AH-307-I18	DISARM	1
AH-307-I18	RM	2
AH-307-J21	RM	1
AH-307-K20	RM	2
AH-307-K21	ShosTA	1
AH-307-L06	RM	1
AH-307-L08	RM	1
AH-307-L15	RM	2
AH-307-L16	ShosTA	1
AH-307-L16	RM	1
AH-307-L18	PsyrTA	1
AH-307-L21	AbiU	1
AH-307-L23	AbiU	1
AH-307-L23	RM	1
AH-307-M06	Zorya	1
AH-307-M18	Gabija	1
AH-307-M18	dXTPase	2
AH-307-M18	ShosTA	1
AH-307-M18	Hachiman	1
AH-307-M18	pAgo	1
AH-307-M18	SanaTA	1
AH-307-N02	SoFic	1
AH-307-N02	RM	2
AH-307-N15	RM	2
AH-307-N15	Cas	1
AH-307-N20	BstA	1
AH-307-N20	Gabija	1
AH-307-N20	RM	2
AH-307-N21	AbiU	1
AH-307-O02	pAgo	1
AH-307-O02	RM	1
AH-307-O03	dXTPase	1
AH-307-O03	RM	1
AH-307-O15	RM	1
AH-307-O21	Lamassu	1
AH-307-O21	RM	4
AH-307-P07	RM	2
AH-309-A05	RM	2
AH-309-D13	RM	1
AH-309-D23	RM	2
AH-309-E19	ShosTA	1
AH-309-F02	PsyrTA	1
AH-309-F02	RM	1
AH-309-F09	DarTG	1
AH-309-F09	RM	2
AH-309-F21	RM	1
AH-309-G10	Lamassu	1
AH-309-G16	RM	1
AH-309-G18	SoFic	1
AH-309-G18	RM	3
AH-309-G20	Viperin	1
AH-309-G20	RM	2
AH-309-I07	AbiU	1
AH-309-I08	Hhe	1
AH-309-J06	RM	1
AH-309-J08	RM	1
AH-309-J08	Cas	2
AH-309-J10	RM	2
AH-309-J10	Cas	1
AH-309-K22	RM	1
AH-309-L13	Zorya	1
AH-309-M08	Mokosh	1
AH-309-N05	RM	1
AH-309-N09	RM	1
AH-309-O02	AbiU	1
AH-309-O02	RM	2
AH-309-O04	SoFic	1
AH-309-O16	AbiE	1
AH-309-O16	Wadjet	1
AH-309-O16	PD-T7-4	1
AH-309-O16	Cas	1
AH-309-P06	RosmerTA	1
AH-309-P06	RM	2
AH-309-P15	RM	1
AH-309-P16	PsyrTA	1
AH-309-P19	RM	1
AH-309-P23	RM	1
AH-470-A07	RM	1
AH-470-A15	RM	2
AH-470-A16	RM	1
AH-470-A17	RM	1
AH-470-A23	RM	1
AH-470-B03	Zorya	1
AH-470-C08	RM	1
AH-470-C13	AbiU	1
AH-470-C19	DarTG	1
AH-470-D15	RM	1
AH-470-E02	AbiU	1
AH-470-E07	RM	1
AH-470-E11	RM	1
AM-284-I16	AbiU	1
AM-284-I16	ShosTA	1
AM-284-I18	ShosTA	1
AM-284-I20	DISARM	1
AM-284-I20	RM	2
AM-284-I21	AbiU	1
AM-284-I21	ShosTA	1
AM-284-I21	RM	1
AM-284-I23	AbiU	1
AM-284-I23	Dnd	1
AM-284-J07	Uzume	1
AM-284-J08	PsyrTA	1
AM-284-J08	Mokosh	1
AM-284-J08	RM	1
AM-284-J09	PsyrTA	1
AM-284-J10	AbiU	1
AM-284-J11	AbiU	1
AM-284-J14	AbiU	1
AM-284-J14	ShosTA	1
AM-284-J16	RM	1
AM-284-J17	AbiU	1
AM-284-J17	RM	1
AM-284-J21	AbiU	1
AM-284-K10	AbiU	1
AM-284-K13	DISARM	1
AM-284-K14	AbiU	1
AM-284-K17	ShosTA	1
AM-284-K21	AbiE	1
AM-284-K21	PD-Lambda-1	1
AM-284-K21	DRT	1
AM-284-K21	Shango	1
AM-284-K23	RM	1
AM-284-L03	DISARM	1
AM-284-L03	AbiU	1
AM-284-L03	RM	2
AM-284-L04	RM	1
AM-284-L09	AbiU	1
AM-284-L09	RM	1
AM-284-L10	SspBCDE	1
AM-284-L10	RM	2
AM-284-L11	RloC	1
AM-284-L11	AbiE	1
AM-284-L11	Helicase_DUF2290	1
AM-284-L11	RM	1
AM-284-L16	Mokosh	1
AM-284-L16	RM	1
AM-284-L17	RM	1
AM-284-M03	RM	2
AM-284-M06	RM	1
AM-284-M08	AbiU	1
AM-284-M10	AbiU	1
AM-284-M11	AbiU	1
AM-284-M13	AbiU	1
AM-284-M14	Viperin	1
AM-284-M14	Mokosh	1
AM-284-M14	RM	1
AM-284-M16	RM	2
AM-284-M19	RM	3
AM-284-M20	RM	1
AM-284-N08	AbiU	1
AM-284-N09	pAgo	1
AM-284-N11	AbiU	1
AM-284-N11	RM	2
AM-284-N17	RM	1
AM-284-N19	RM	1
AM-284-O05	SspBCDE	1
AM-284-O08	Cas	1
AM-284-O09	Mokosh	1
AM-284-O09	RM	2
AM-284-O10	dXTPase	1
AM-284-O10	RM	2
AM-284-O14	AbiU	1
AM-284-O20	RM	2
AM-284-P07	RM	1
AM-284-P09	Eleos	1
AM-284-P16	RM	1
AM-284-P18	RM	1
AM-286-A02	RM	1
AM-286-A06	DarTG	1
AM-286-A06	RM	3
AM-286-A07	RM	1
AM-286-A14	AbiU	1
AM-286-A14	RM	1
AM-286-A16	Tiamat	1
AM-286-A16	RM	1
AM-286-A18	RM	2
AM-286-A19	RM	1
AM-286-A21	RM	1
AM-286-A23	Cas	1
AM-286-B11	RM	2
AM-286-B21	ShosTA	1
AM-286-B21	RM	1
AM-286-B23	Druantia	1
AM-286-C04	PD-T4-3	1
AM-286-C04	RM	1
AM-286-C14	RM	1
AM-286-C15	DarTG	1
AM-286-C15	RM	1
AM-286-C20	AbiU	1
AM-286-C20	RM	1
AM-286-D03	AbiU	1
AM-286-D03	RM	1
AM-286-D05	RM	1
AM-286-D08	RM	1
AM-286-D14	AbiU	1
AM-286-D14	DarTG	1
AM-286-D17	AbiU	1
AM-286-D17	RM	1
AM-286-D19	dXTPase	1
AM-286-D20	PsyrTA	1
AM-286-D20	Borvo	1
AM-286-D20	RM	1
AM-286-E02	dXTPase	1
AM-286-E02	Zorya	1
AM-286-E02	pAgo	1
AM-286-E07	RM	1
AM-286-E15	PD-T4-3	1
AM-286-E15	Retron	1
AM-286-E15	RM	1
AM-286-E16	RM	2
AM-286-F02	RM	2
AM-286-F03	dXTPase	1
AM-286-F03	RM	1
AM-286-F09	AbiU	1
AM-286-F14	RM	2
AM-286-F15	RM	1
AM-286-F18	RM	2
AM-286-F19	RM	1
AM-286-F20	dXTPase	1
AM-286-G18	RM	1
AM-286-G19	RM	1
AM-286-G21	AbiU	1
AM-286-I04	PD-Lambda-1	1
AM-286-I09	Dnd	1
AM-286-I09	RM	1
AM-286-I13	AbiU	1
AM-286-I13	DISARM	1
AM-286-I14	RM	1
AM-286-I15	ShosTA	1
AM-286-I18	AbiU	1
AM-286-I18	RM	1
AM-286-I21	RM	1
AM-286-J02	RM	2
AM-286-J05	RM	1
AM-286-J06	RM	1
AM-286-J07	AbiU	1
AM-286-J08	BREX	1
AM-286-J08	RM	2
AM-286-J09	RM	1
AM-286-J10	AbiU	1
AM-286-J15	Dpd	1
AM-286-J17	SspBCDE	1
AM-286-J18	AbiU	1
AM-286-J18	ShosTA	1
AM-286-J21	RM	1
AM-286-K09	Zorya	1
AM-286-K10	Viperin	1
AM-286-K10	BREX	1
AM-286-K10	RM	1
AM-286-K14	RM	1
AM-286-K15	RM	1
AM-286-K16	RM	2
AM-286-K18	RM	1
AM-286-K19	RM	1
AM-286-K21	RM	1
AM-286-L05	AbiU	1
AM-286-L05	RM	1
AM-286-L07	RM	2
AM-286-L11	AbiU	1
AM-286-L15	AbiU	1
AM-286-L15	Dnd	1
AM-286-L15	RM	1
AM-286-M02	RM	2
AM-286-M08	BREX	1
AM-286-M15	AbiU	1
AM-286-M17	dXTPase	1
AM-286-M18	dXTPase	1
AM-286-M18	RM	1
AM-286-M22	AbiU	1
AM-286-N05	Dnd	1
AM-286-N07	RM	2
AM-286-N10	ShosTA	1
AM-286-N11	RM	1
AM-286-N16	RM	1
AM-286-N21	RM	1
AM-286-N22	BREX	1
AM-286-N22	RM	1
AM-286-N23	RM	1
AM-286-O04	AbiU	1
AM-286-O08	dXTPase	1
AM-286-O08	RM	1
AM-286-O14	RM	1
AM-286-O18	RM	2
AM-286-O20	Cas	1
AM-286-P07	AbiU	1
AM-286-P08	RM	1
AM-286-P17	dXTPase	1
AM-286-P17	RM	1
AM-286-P20	PD-Lambda-1	1
AM-288-A06	RM	1
AM-288-A08	RM	1
AM-288-A09	RM	4
AM-288-A11	AbiU	1
AM-288-A11	RM	1
AM-288-A19	BREX	1
AM-288-B07	ShosTA	1
AM-288-B07	RM	4
AM-288-B10	RM	1
AM-288-B16	DarTG	1
AM-288-B16	RM	2
AM-288-B20	RM	1
AM-288-B21	AbiU	1
AM-288-B21	RM	2
AM-288-C03	RM	1
AM-288-C04	AbiU	1
AM-288-C04	RM	1
AM-288-C05	Dnd	1
AM-288-C13	RM	2
